study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,is_peak,max_core_depth,rank,depth_rank,date,mean_cs,sd_cs,z_score,p_value_overall,index,n_dates,upper_p,lower_p,min_possible_peak_depth,max_possible_peak_depth,sig_level,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,high_accretion,low_accretion,age_min,age_max,depth_med,age_mean,age_sd
Snedden_2018,3169,3169_1,single set of methods,48,50,5.232,0.236,1,52,1,1,1963,1.019423076923077,1.4797799883246678,2.8467589481637674,0.0022083396032686053,25,26,7.723962272513574e-6,0.504018679445124,48,50,2,2016,5,11,NA,29.88891,-90.27227,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,52,0.9433962264150944,0.9056603773584906,1965.12,1960.7916666666667,49,1962.9558333333334,1.2494822075711618
Snedden_2018,3565,3565_1,single set of methods,32,34,6.875,0.181,1,48,1,1,1963,1.6321666666666665,1.857938424277241,2.821855269704568,0.0023873359884682976,17,24,2.2351448863113397e-36,1.0505666875057885e-8,32,34,3,2016,4,20,NA,29.497825,-90.104246,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,48,0.6415094339622641,0.6037735849056604,1966.1176470588234,1959.6875,33,1962.9025735294117,1.8562235676702916
Snedden_2018,3617,3617_1,single set of methods,16,18,2.939,0.107,1,42,1,1,1963,0.6615238095238095,0.8293564142784222,2.7460765375013083,0.00301563456397802,9,21,7.248779961988994e-8,8.086805149596052e-34,16,18,3,2016,10,14,NA,29.5486317,-89.91673,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,42,0.33962264150943394,0.3018867924528302,1968.888888888889,1956.375,17,1962.6319444444443,3.6124485593045406
Snedden_2018,3985,3985_1,single set of methods,26,28,8.201,0.232,1,36,1,1,1963,2.0723529411764705,2.5255117288674507,2.4266951480648564,0.007618526616206656,13,17,9.566230543160593e-25,9.566230543160593e-25,26,28,3,2016,3,30,NA,29.7175,-90.14901,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,36,0.5283018867924528,0.49056603773584906,1966.7857142857142,1958.923076923077,27,1962.8543956043954,2.2697478989295314
Snedden_2018,4218,4218_1,single set of methods,44,46,2.29,0.1,1,48,1,1,1963,0.9273333333333333,0.7312150499513548,1.863564852442958,0.031191418655476033,23,24,0.277069828807524,0.31730420586952424,44,46,1,2016,4,20,NA,29.563148,-90.166745,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,48,0.8679245283018868,0.8301886792452831,1965.304347826087,1960.590909090909,45,1962.947628458498,1.3606525612819103
Snedden_2018,4245,4245_1,single set of methods,22,24,0.516,0.076,1,46,1,1,1963,0.8480869565217392,0.9084854986106111,-0.36553908348522357,0.6426454810928517,12,23,0.5695823599581419,0.1424478868106579,22,24,0,2016,3,30,NA,29.67202,-90.13549,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,46,0.4528301886792453,0.41509433962264153,1967.4166666666667,1958.1818181818182,23,1962.7992424242425,2.665871129326344
Snedden_2018,4529,4529_1,single set of methods,30,32,3.912,0.152,1,50,1,1,1963,0.75628,0.9134551859104346,3.454706972684944,2.7544560046455224e-4,16,25,2.562697689575878e-65,1.7385570690752197e-5,30,32,3,2016,4,21,NA,29.468788,-89.82297521,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,50,0.6037735849056604,0.5660377358490566,1966.3125,1959.4666666666667,31,1962.8895833333333,1.9762218589136478
Snedden_2018,4690,4690_1,single set of methods,36,38,0.925,0.06,1,48,1,1,1963,0.6412608695652174,0.7360417612529199,0.3854932496653321,0.3499360033840382,18,23,0.2590208015053403,0.8838518306013,36,38,0,2016,4,20,NA,29.4978256,-90.04174,NA,other high resolution,"coordinates were likely high quality but may refer to a gerneal
                              area rather than individual core location",NA,NA,NA,NA,NA,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B2,NA,48,0.71698113207547165,0.6792452830188679,1965.7894736842104,1960.0555555555557,37,1962.922514619883,1.6552395875450476
Snedden_2021,Breton_Sound_Basin,Breton_1,single set of methods,20,22,2.781,0.211,1,48,1,1,1963,1.9015698729582577,2.2767015555044026,0.38627378494802533,0.34964695666144907,11,24,0.8419766077782742,0.3004856159445121,20,22,0,2008,1,23,NA,29.8342,-89.9522,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,0.4888888888888889,0.4444444444444444,1967.090909090909,1958.5,21,1962.7954545454545,2.4799818381099596
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,42,44,3.435,0.547,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,0.673531461923217,0.25030461995218234,14,16,0.10879659288853033,3.64373259802305e-4,42,44,1,2008,2,14,NA,29.6648,-89.7503,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.9777777777777777,0.9333333333333333,1965.0454545454545,1960.857142857143,43,1962.9512987012986,1.2090614403483833
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,32,34,2.265,0.123,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,0.15963011320613102,0.43658622812180403,11,19,0.05810596321930639,4.099016385174212e-4,32,34,1,2008,2,20,NA,29.6309,-89.7152,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.7555555555555555,0.7111111111111111,1965.6470588235295,1960.1875,33,1962.9172794117649,1.5760388782106782
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,36,38,11.862,0.593,1,46,1,1,1963,1.9015698729582577,2.2767015555044026,4.374938868452177,6.073325676481112e-6,14,18,9.107821051159659e-24,1.2825577511403967e-6,36,38,3,2008,3,28,NA,29.8439,-89.813,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,0.8444444444444444,0.8,1965.3684210526317,1960.5,37,1962.9342105263158,1.4053921026326692
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,20,22,4.339,0.208,1,46,1,1,1963,1.9015698729582577,2.2767015555044026,1.0705971193935124,0.14217530963404634,8,14,0.4581799945461556,0.4176716640794168,20,22,0,2008,3,28,NA,29.8147,-89.775,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,0.4888888888888889,0.4444444444444444,1967.090909090909,1958.5,21,1962.7954545454545,2.4799818381099596
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,42,44,5.6,0.467,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,1.624468573010816,0.05213792117713034,17,20,7.897902198295013e-4,0.012112845610854859,42,44,2,2008,3,27,NA,29.7715,-89.7306,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.9777777777777777,0.9333333333333333,1965.0454545454545,1960.857142857143,43,1962.9512987012986,1.2090614403483833
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,44,46,2.115,0.117,1,48,1,1,1963,1.9015698729582577,2.2767015555044026,0.09374532490906877,0.4626557323582977,23,24,0.3328577910831111,1.5808039388190818e-11,44,46,1,2008,3,27,NA,29.7128,-89.7258,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,1.0222222222222221,0.9777777777777777,1964.9565217391305,1960.9545454545455,45,1962.955533596838,1.1552710425978236
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,38,40,2.267,0.26,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,0.16050857705009175,0.43624023285747326,13,16,0.14531922095812386,0.06452714538359142,38,40,0,2008,2,20,NA,29.6787,-89.7028,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.8888888888888888,0.8444444444444444,1965.25,1960.6315789473683,39,1962.9407894736842,1.3332233189839662
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,36,38,1.671,0.127,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,-0.10127364845023573,0.5403333829421988,12,18,0.32724008186539416,0.1325846677265688,36,38,0,2008,2,20,NA,29.6321,-89.66,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.8444444444444444,0.8,1965.3684210526317,1960.5,37,1962.9342105263158,1.4053921026326692
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,26,28,14.15,0.73,1,44,1,1,1963,1.9015698729582577,2.2767015555044026,5.3799015059433675,3.726330100040087e-8,14,22,1.387159075237705e-10,0.48995340732805115,26,28,2,2013,2,26,NA,29.6639,-89.8741,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,44,0.56,0.52,1966.5714285714287,1959.1538461538462,27,1962.8626373626375,2.14127160276374
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,38,40,4.199,0.322,1,52,1,1,1963,1.9015698729582577,2.2767015555044026,1.0091046503162542,0.1564622239997867,14,20,0.8097482722101256,2.3855667403821095e-4,38,40,1,2013,2,26,NA,29.6279,-89.8147,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,54,0.8,0.76,1965.5,1960.3684210526317,39,1962.9342105263158,1.4813592433154594
Snedden_2021,Breton_Sound_Basin,Breton_2,single set of methods,36,38,6.673,0.103,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,2.0957644252958016,0.018051546793854678,19,24,6.417586681056421e-18,6.417586681056421e-18,36,38,3,2008,2,13,NA,29.7187,-89.9183,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.8444444444444444,0.8,1965.3684210526317,1960.5,37,1962.9342105263158,1.4053921026326692
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,34,36,12.495,0.346,1,52,1,1,1963,1.9015698729582577,2.2767015555044026,4.65297267506578,1.6359180952107977e-6,18,26,1.1270191479076251e-64,1.084104094729168e-26,34,36,3,2013,2,26,NA,29.7004,-89.9164,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,52,0.72,0.68,1965.7777777777778,1960.0588235294117,35,1962.9183006535948,1.6509198873886657
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,34,36,3.314,0.118,1,44,1,1,1963,1.9015698729582577,2.2767015555044026,0.6203843993635867,0.26750237044463954,17,21,2.972073857445337e-34,1.4300777837645994e-27,34,36,2,2013,2,27,NA,29.6246,-89.7844,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,44,0.72,0.68,1965.7777777777778,1960.0588235294117,35,1962.9183006535948,1.6509198873886657
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,18,20,10.47,0.573,1,60,1,1,1963,1.9015698729582577,2.2767015555044026,3.7635280330554393,8.3766468434332e-5,10,29,0.09856363090566458,0.45662652546434085,18,20,1,2013,2,27,NA,29.6131,-89.7849,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,60,0.4,0.36,1968,1957.4444444444443,19,1962.7222222222222,3.047126420723054
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,46,48,3.587,0.117,1,54,1,1,1963,1.9015698729582577,2.2767015555044026,0.7402947140642402,0.2295605938264923,22,25,9.773892040541261e-6,1.8214116589055315e-32,46,48,2,2013,2,27,NA,29.6055,-89.7456,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,54,0.96,0.92,1965.0833333333333,1960.8260869565217,47,1962.9547101449275,1.2289611708293418
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,46,48,0.84,0.063,1,58,1,1,1963,1.9015698729582577,2.2767015555044026,-0.4662753756159609,0.6794907988656584,20,24,0.02063663876248216,0.06526480461269464,46,48,1,2013,2,28,NA,29.5895,-89.6134,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,60,0.96,0.92,1965.0833333333333,1960.8260869565217,47,1962.9547101449275,1.2289611708293418
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,38,40,3.774,0.129,1,54,1,1,1963,1.9015698729582577,2.2767015555044026,0.8224310834745777,0.20541579731895598,20,27,3.4176287887792625e-49,3.4176287887792625e-49,38,40,2,2013,2,28,NA,29.6321,-89.6627,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,60,0.8,0.76,1965.5,1960.3684210526317,39,1962.9342105263158,1.4813592433154594
Snedden_2021,Breton_Sound_Basin,Breton_3,single set of methods,32,34,7.576,1.008,1,48,1,1,1963,1.9015698729582577,2.2767015555044026,2.4923908508441164,0.00634431614776898,17,22,0.2751880101731208,2.61718391616431e-4,32,34,2,2008,2,14,NA,29.6742,-89.8761,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,0.7555555555555555,0.7111111111111111,1965.6470588235295,1960.1875,33,1962.9172794117649,1.5760388782106782
Snedden_2021,Breton_Sound_Basin,Breton_4,single set of methods,32,34,3.862,0.118,1,48,1,1,1963,1.9015698729582577,2.2767015555044026,0.8610834926088543,0.1945960300657531,17,24,7.316991442029395e-12,0.7935510608748769,32,34,1,2008,2,14,NA,29.6464,-89.8588,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,48,0.7555555555555555,0.7111111111111111,1965.6470588235295,1960.1875,33,1962.9172794117649,1.5760388782106782
Snedden_2021,Breton_Sound_Basin,Breton_5,single set of methods,40,42,5.276,0.545,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,1.4821574302891614,0.06914920529671775,21,24,1.5551600586646443e-7,0.007728754605275416,40,42,2,2008,2,14,NA,29.628,-89.8241,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.9333333333333333,0.8888888888888888,1965.142857142857,1960.75,41,1962.9464285714284,1.2681086269700614
Snedden_2021,Breton_Sound_Basin,Breton_6,single set of methods,24,26,10.742,0.309,1,42,1,1,1963,1.9015698729582577,2.2767015555044026,3.8829991158341124,5.15879717187806e-5,13,21,2.3265442338831511e-57,7.682456143180739e-10,24,26,3,2008,1,23,NA,29.8449,-89.8894,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,42,0.5777777777777777,0.5333333333333333,1966.4615384615386,1959.25,25,1962.8557692307693,2.0817918360203156
Snedden_2021,Breton_Sound_Basin,Breton_7,single set of methods,40,42,7.098,0.219,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,2.2824379921374782,0.011231747231023825,21,25,1.4097106750503482e-8,1.4097106750503482e-8,40,42,3,2008,3,28,NA,29.7801,-89.8429,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.9333333333333333,0.8888888888888888,1965.142857142857,1960.75,41,1962.9464285714284,1.2681086269700614
Snedden_2021,Breton_Sound_Basin,Breton_8,single set of methods,28,30,5.688,0.294,1,46,1,1,1963,1.9015698729582577,2.2767015555044026,1.6631209821450925,0.048144110316470146,15,23,3.161779101103787e-7,2.9666956667481822e-5,28,30,3,2008,3,27,NA,29.749,-89.8243,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.6666666666666666,0.6222222222222222,1966,1959.7857142857142,29,1962.892857142857,1.79390976498207
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,32,34,4.013,0.181,1,50,1,1,1963,1.9015698729582577,2.2767015555044026,0.9274075128278968,0.1768574957083069,17,25,2.915819695720714e-7,1.3129880936338168e-15,32,34,2,2008,3,27,NA,29.7091,-89.8053,NA,other high resolution,specified resolution of 0.0001 degrees,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,NA,50,0.7555555555555555,0.7111111111111111,1965.6470588235295,1960.1875,33,1962.9172794117649,1.5760388782106782
Thom_1992,Elk_River_Not_Diked,ER1,single set of methods,18,19,6.29,18.87033133541851,1,31,1,1,1963,2.0015384615384617,1.784646772491437,2.402974977773712,0.008131150070566306,10,13,0.6825234326959484,0.32811497150883584,17,21,1,1991,NA,NA,Fine sand; high vegetation matter,46.862043,-124.089703,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,31,0.75,0.6071428571428571,1968.3333333333333,1956.4117647058824,19,1962.372549019608,3.4414604281106653
Thom_1992,Elk_River_Prev_Diked,ED1,single set of methods,3,4,13.38,40.140704812066716,1,9,1,1,1963,5.8025,4.133596669798764,1.833149338290157,0.0333901827768448,4,8,0.4659476760196299,0.8749341697348711,3,4,1,1991,NA,NA,Fine sand; high vegetation matter,46.861573,-124.090835,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,9,0.14285714285714285,0.10714285714285714,1970,1953.6666666666667,3.5,1961.8333333333335,4.7150271983819225
Thom_1992,Nisqually_River_Delta,ND1,single set of methods,6,7,7.07,21.210372423117466,1,26,1,1,1963,1.6617142857142857,1.4982273559390222,3.609789724401369,1.532226618657928e-4,4,8,0.2844657713267129,0.66380445311295,5,8,1,1991,NA,NA,Fine sand; high vegetation matter,47.096739,-122.700648,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,26,0.2857142857142857,0.17857142857142858,1973.5,1946.2,6.5,1959.85,7.880831174438378
Thom_1992,Nisqually_River_Delta,ND2,single set of methods,8,9,3.55,10.650187001706788,1,35,1,1,1963,1.6617142857142857,1.4982273559390222,1.260346573435926,0.10377218291570045,5,10,0.6656890117194919,0.7019495412677895,7,10,0,1991,NA,NA,Fine sand; high vegetation matter,47.09647,-122.701526,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,35,0.35714285714285715,0.25,1971.4,1951,8.5,1961.2,5.888972745734209
Thom_1992,Nisqually_River_Delta,ND3,single set of methods,8,9,3.22,9.660169618449538,1,28,1,1,1963,1.6617142857142857,1.4982273559390222,1.040086278032916,0.14914990910153947,4,8,0.7366863645711789,0.8020240708656066,7,10,0,1991,NA,NA,Fine sand; high vegetation matter,47.093902,-122.702241,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,28,0.35714285714285715,0.25,1971.4,1951,8.5,1961.2,5.888972745734209
Thom_1992,Nisqually_River_Delta,ND4,single set of methods,8,9,3.78,11.340199117310327,1,42,1,1,1963,1.6617142857142857,1.4982273559390222,1.413861324777418,0.07870131172955708,4,9,0.47593841328508973,0.10253181959745829,5,12,0,1991,NA,NA,Fine sand; high vegetation matter,47.095121,-122.701792,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,42,0.42857142857142855,0.17857142857142858,1979.3333333333333,1923.8,8.5,1951.5666666666666,16.0310924744986
Thom_1992,Padilla_Bay,PB3,single set of methods,12,13,3.07,9.210161716968969,1,28,1,1,1963,0.9214285714285714,0.9880038706157219,2.174658918322297,0.014827842799612356,6,7,0.3411320933412722,0.08618566962565022,11,16,1,1991,NA,NA,Fine sand; high vegetation matter,48.505608,-122.482939,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Washington,marsh,C2,B2,NA,28,0.5714285714285714,0.39285714285714285,1971.75,1950.2727272727273,13.5,1961.0113636363635,6.199954595274964
Thom_1992,Salmon_River,SR1,single set of methods,4,5,6.52,19.560343451022046,1,31,1,1,1963,2.92,3.2030095223086676,1.1239429589348173,0.13051861262797126,3,12,0.4079340549650293,0.9486666774236563,3,6,0,1991,NA,NA,Fine sand; high vegetation matter,45.037782,-123.985818,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B2,NA,31,0.21428571428571427,0.10714285714285714,1977,1935,4.5,1956,12.12435565298214
Thom_1992,Salmon_River,SR2,single set of methods,8,9,14.02,42.060738525050475,1,25,1,1,1963,2.92,3.2030095223086676,3.4654907900490204,2.646323271049411e-4,4,9,0.3038815234580412,0.604534789283744,7,10,1,1991,NA,NA,Fine sand; high vegetation matter,45.037303,-123.985249,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B2,NA,25,0.35714285714285715,0.25,1971.4,1951,8.5,1961.2,5.888972745734209
Thom_1992,South_Slough,SS1,single set of methods,10,11,2.64,7.920139066058007,1,34,1,1,1963,1.4164285714285714,0.7702707530258649,1.588495245035407,0.05608719771143411,6,14,0.9729074109135426,0.7903718145475881,9,12,0,1991,NA,NA,Fine sand; high vegetation matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,marsh,C2,B2,NA,34,0.42857142857142855,0.32142857142857145,1970,1953.6666666666667,10.5,1961.8333333333335,4.7150271983819225
